nombre,estado,latitud,longitud,pob_total,pob_masculina,pob_femenina
Las Cuatro Milpas,Nayarit,21.520621,-104.956139,10,6.0,4.0
Saúl Contreras [Granja],Nayarit,21.230228,-105.211804,1,,
Las Cruces,Nayarit,22.352245,-104.892276,22,10.0,12.0
El Tesorero,Nayarit,22.203292,-104.393455,17,,
La Presa,Nayarit,22.65723,-105.382941,4,,
Estancia de los López,Nayarit,20.857581,-104.432385,2318,1185.0,1133.0
Crucero Bonfil,Nayarit,21.815774,-105.110957,16,9.0,7.0
La Cumbre del Duraznito,Nayarit,22.141343,-104.739696,123,66.0,57.0
Las Palmas [Rancho],Nayarit,21.321299,-104.918475,6,,
Cuastecomate,Nayarit,21.0443,-104.753136,768,390.0,378.0
Caleras de Cofrados,Nayarit,21.623546,-104.715124,319,175.0,144.0
El Huizache,Nayarit,21.452886,-104.849463,9,5.0,4.0
Los Remedios,Nayarit,22.104419,-104.716539,19,9.0,10.0
Jazmines,Nayarit,21.255138,-104.645304,6,,
Ojo de Agua el Frutillo,Nayarit,21.8893,-104.964803,14,,
Los Metates (El Banquito),Nayarit,21.855368,-104.267474,22,10.0,12.0
Los Páez,Nayarit,21.723175,-105.235024,5,,
El Tamarindo,Nayarit,21.957543,-105.233673,1593,809.0,784.0
El Salitre,Nayarit,22.225656,-104.497273,95,48.0,47.0
México (El Rincón),Nayarit,22.383611,-104.944167,2,,
Los Tabachines,Nayarit,21.725153,-105.238231,2,,
Los Tacos,Nayarit,22.335017,-104.921039,56,36.0,20.0
La Ciénega,Nayarit,21.554328,-103.94145,4,,
El Roblito,Nayarit,22.001926,-104.659423,48,16.0,32.0
Benito Juárez (Las Chivas),Nayarit,21.599897,-105.003153,379,191.0,188.0
Grand Palladium Vallarta [Hotel],Nayarit,20.754043,-105.455056,14,,
El Nogal,Nayarit,22.223372,-104.76555,27,17.0,10.0
Santa María de Picachos,Nayarit,22.701511,-105.182104,498,265.0,233.0
El Serrano,Nayarit,21.580139,-103.974166,1,,
Pátzcuaro,Nayarit,20.842989,-105.457748,18,9.0,9.0
Las Flores,Nayarit,21.997013,-105.381379,1,,
22 de Enero [Colonia],Nayarit,21.898938,-104.350607,219,107.0,112.0
La Curva,Nayarit,21.358653,-104.838562,817,404.0,413.0
Puente de Carrizal,Nayarit,21.829567,-104.829402,98,45.0,53.0
Lo de Lamedo,Nayarit,21.537646,-104.939423,1512,772.0,740.0
Colonia Catorce de Marzo,Nayarit,21.739922,-105.075816,245,136.0,109.0
La Ciénega,Nayarit,22.094957,-104.610844,40,20.0,20.0
San Miguel,Nayarit,21.015498,-104.30055,102,54.0,48.0
La Roblita [Rancho],Nayarit,22.135326,-104.657083,20,8.0,12.0
Los Gallos,Nayarit,22.415315,-105.446792,4,,
Lienzo Charro,Nayarit,20.77516,-105.503524,5,,
Rodrigo Ruiz Carrillo (El Corral Verde),Nayarit,20.971747,-105.135189,1,,
La Joya,Nayarit,22.224385,-104.566854,31,19.0,12.0
El Crucero del Buruato,Nayarit,21.417914,-104.561276,10,,
Loma Alta,Nayarit,21.171178,-104.860372,2,,
El Carrizo,Nayarit,22.10638,-104.67684,54,29.0,25.0
Tamazole,Nayarit,22.828929,-105.233718,100,52.0,48.0
Los Sauces,Nayarit,21.128186,-104.265054,49,30.0,19.0
El Carrizo,Nayarit,21.774999,-105.269297,52,17.0,35.0
La Puerta,Nayarit,22.526717,-104.747095,30,16.0,14.0
Los Conejos,Nayarit,22.501884,-104.86821,5,,
Tierra Blanca,Nayarit,22.116796,-104.81387,37,21.0,16.0
El Rojo,Nayarit,21.207202,-105.064186,4,,
El Rincón,Nayarit,21.282289,-104.274116,3,,
Los Llanitos,Nayarit,22.941565,-105.039597,104,56.0,48.0
Abel Balladares,Nayarit,20.944579,-105.333466,4,,
Las Mesitas,Nayarit,22.240474,-104.990258,41,17.0,24.0
La Higuerita,Nayarit,21.268333,-104.65,1,,
Hacienda Vieja,Nayarit,21.850088,-105.000727,60,33.0,27.0
La Presa,Nayarit,21.801767,-105.203058,4863,2467.0,2396.0
El Naranjo [Rancho],Nayarit,21.424857,-104.571182,1,,
El Encino [Rancho],Nayarit,21.560894,-104.819754,1,,
Las Escobas,Nayarit,21.786828,-104.127169,57,28.0,29.0
Paso Hondo,Nayarit,22.395923,-105.561245,507,250.0,257.0
El Riíto,Nayarit,22.66563,-105.172429,339,175.0,164.0
San Francisco,Nayarit,20.902247,-105.413344,1431,715.0,716.0
Santa Cruz de Miramar,Nayarit,21.43257,-105.197789,1722,897.0,825.0
Las Lomas,Nayarit,20.922405,-105.375117,135,71.0,64.0
El Agüilote,Nayarit,21.191692,-104.293292,12,8.0,4.0
Corralitos,Nayarit,22.589044,-104.784157,10,,
Tierra Blanca,Nayarit,22.890316,-105.044565,41,21.0,20.0
La Presa,Nayarit,22.343503,-105.395052,1103,572.0,531.0
Rancho de la Cueva,Nayarit,21.995804,-104.718919,61,29.0,32.0
La Bendición,Nayarit,21.581825,-104.812987,355,175.0,180.0
Palmillas,Nayarit,21.504493,-104.385111,4,,
Palma Grande,Nayarit,21.993005,-105.389489,2092,1043.0,1049.0
Puente el Fraile,Nayarit,22.235471,-104.56524,9,,
Los Limones,Nayarit,21.229291,-104.895957,5,,
Las Patillas,Nayarit,22.258521,-104.331641,37,19.0,18.0
Barbechitos,Nayarit,22.313152,-104.404824,3,,
Campo de Ensueño,Nayarit,20.978361,-105.305243,4,,
El Zoquite,Nayarit,21.42538,-104.829966,4,,
Las Peñitas (Las Antenas),Nayarit,22.199233,-104.658384,9,,
La Playa del Colorado,Nayarit,21.880422,-105.57932,1,,
El Manantial,Nayarit,20.784787,-105.490702,2,,
Los Corpos,Nayarit,22.206667,-104.44,6,,
La Manga Larga,Nayarit,21.409873,-104.341111,20,11.0,9.0
San José de Motaje,Nayarit,22.397778,-105.246389,240,131.0,109.0
Los Arrayanes,Nayarit,22.097953,-105.113937,322,179.0,143.0
El Vigal,Nayarit,22.543183,-105.277462,61,35.0,26.0
José Mercado,Nayarit,20.957031,-105.345622,1,,
La Yerba,Nayarit,21.521695,-105.050368,807,424.0,383.0
San Blasito,Nayarit,20.698684,-104.29315,511,256.0,255.0
Milagrito de Galilea,Nayarit,21.56416,-104.956822,1,,
Mesa de Margaritas,Nayarit,21.538367,-104.018029,2,,
Las Blancas,Nayarit,21.030406,-104.532939,5,,
Puente las Joyas,Nuevo León,24.664666,-100.012764,11,5.0,6.0
Ciudad Santa Catarina,Nuevo León,25.674364,-100.461747,304052,151417.0,152635.0
El Mezquite,Nuevo León,25.707478,-100.05303,3,,
Pinal Alto,Nuevo León,25.154711,-100.545624,201,106.0,95.0
Santa Cruz,Nuevo León,25.50611,-100.235767,14,9.0,5.0
La Presa de Quintero,Nuevo León,23.731173,-100.227577,118,61.0,57.0
Santa Elena,Nuevo León,26.481054,-100.117727,2,,
El Terrero,Nuevo León,26.187207,-100.171921,4,,
Parada el Llano,Nuevo León,26.076817,-100.04643,2,,
Guadalupe,Nuevo León,25.882822,-100.092444,3,,
La Paz (Camino a la Paz),Nuevo León,25.631068,-100.120585,10,7.0,3.0
Majada de Rodríguez,Nuevo León,24.378906,-100.593525,8,5.0,3.0
Real de Loreto,Nuevo León,25.767985,-100.033979,984,507.0,477.0
Alta Villa,Nuevo León,25.792097,-100.519253,1840,885.0,955.0
Lote Nueve,Nuevo León,25.013619,-100.656571,2,,
La Batidora,Nuevo León,27.120223,-100.01781,5,,
El Rodeo,Nuevo León,25.587321,-100.428271,11,6.0,5.0
Chupaderos del Indio,Nuevo León,25.814828,-100.792041,85,42.0,43.0
Ciudad Benito Juárez,Nuevo León,25.646225,-100.090881,308285,155309.0,152976.0
Puerto San Nicolás,Nuevo León,26.105484,-100.862076,6,3.0,3.0
Erasmo Vázquez,Nuevo León,24.200694,-100.085969,6,,
La Lobera de Loera,Nuevo León,23.641246,-100.449354,2,,
Portal del Norte,Nuevo León,25.872411,-100.177409,430,227.0,203.0
El Camiral,Nuevo León,25.358974,-100.119731,38,23.0,15.0
Doce de Octubre,Nuevo León,25.623304,-100.065857,246,125.0,121.0
Santa Isabel,Nuevo León,26.198374,-100.22262,1,,
Mesa de González,Nuevo León,24.293522,-100.335864,70,35.0,35.0
La Lajilla,Nuevo León,23.557987,-100.172161,3,,
San Ángel,Nuevo León,26.521887,-100.49271,6,,
Los Alacranes,Nuevo León,25.959779,-100.452166,6,,
Cieneguita del Río,Nuevo León,25.474076,-100.066606,58,28.0,30.0
El Chapote (Bello Horizonte),Nuevo León,25.542724,-100.073053,1,,
El Canelo (Los Jacales),Nuevo León,24.335122,-100.389458,19,9.0,10.0
Lote Uno Fracción Navidad (Benito Juárez),Nuevo León,25.010222,-100.63911,147,73.0,74.0
El Encino,Nuevo León,26.099265,-100.23788,3,,
Las Placetas,Nuevo León,24.919557,-100.214327,6,4.0,2.0
La Platera,Nuevo León,25.813662,-100.578761,2,,
La Mano,Nuevo León,25.597869,-100.109483,6,,
Tanquecillos,Nuevo León,25.052508,-100.402119,218,122.0,96.0
La Carbonera,Nuevo León,24.814946,-100.788036,74,40.0,34.0
La Grulla,Nuevo León,26.290806,-100.544516,2,,
Victoriano Muñiz,Nuevo León,27.317412,-100.35991,1,,
Delgado,Nuevo León,25.951757,-100.818853,13,9.0,4.0
Los Arados,Nuevo León,27.206155,-100.152538,2,,
Martha Isabel,Nuevo León,25.999101,-100.500611,7,,
Mirasoles,Nuevo León,26.21624,-100.510615,3,,
JL,Nuevo León,26.348149,-100.006766,2,,
San Antonio de Magueycillos,Nuevo León,25.050223,-100.566234,17,9.0,8.0
Bosque de los Nogales,Nuevo León,25.887156,-100.257873,2,,
La Escondida,Nuevo León,25.807521,-100.246423,3,,
Canteras,Nuevo León,26.083099,-100.395659,7,5.0,2.0
El Aguililla,Nuevo León,24.970202,-100.56133,2,,
Las Espinas,Nuevo León,25.595899,-100.180935,8,,
California (Santo Cristo),Nuevo León,26.042515,-100.579807,65,31.0,34.0
Potrero de Serna (La Nogalera),Nuevo León,25.35058,-100.162421,254,132.0,122.0
Manila,Nuevo León,24.874952,-100.167675,24,11.0,13.0
Míreles y Anexas (Los Metates),Nuevo León,25.02632,-100.064707,8,4.0,4.0
Fresnillo,Nuevo León,25.600961,-100.167515,90,53.0,37.0
El Pacitrón,Nuevo León,25.527137,-100.014325,1,,
Los Pérez,Nuevo León,27.294939,-100.199612,1,,
La Chiquita,Nuevo León,25.491417,-100.102832,2,,
Los Ebanitos,Nuevo León,25.572314,-100.095788,2,,
Lupe Cavazos,Nuevo León,27.090097,-100.024036,8,6.0,2.0
San José de Flores,Nuevo León,23.554775,-100.2352,105,49.0,56.0
Los Barros,Nuevo León,25.271737,-100.031389,6,3.0,3.0
La Agonía,Nuevo León,26.557472,-100.514797,1,,
San Francisco,Nuevo León,25.771443,-100.064737,3,,
Las Margaritas,Nuevo León,25.346364,-100.085782,21,8.0,13.0
Arroyo Colorado,Nuevo León,24.707587,-100.131599,5,,
Buena Vista,Nuevo León,25.852514,-100.359703,29920,15063.0,14857.0
San Ricardo,Nuevo León,26.044571,-100.329179,3,,
Cañón Angosto,Nuevo León,26.100878,-100.936737,1,,
Camino a San Marcos,Nuevo León,25.578105,-100.137541,2,,
San José (La Engorda),Nuevo León,26.226438,-100.236472,6,,
Presa de Maltos,Nuevo León,23.247318,-100.393282,483,252.0,231.0
La Sierra [Deportivo],Nuevo León,25.612656,-100.109023,6,,
Salinillas,Nuevo León,27.435486,-100.402635,44,22.0,22.0
Tres Guerra,Nuevo León,25.783311,-100.035083,3,,
Ninguno,Nuevo León,26.079683,-100.244474,1,,
San José del Vergel [Sociedad de Producción Rural],Nuevo León,25.234992,-100.666591,6,,
Los Morales,Nuevo León,26.047709,-100.320477,687,344.0,343.0
La Esperanza [Granja Porcícola],Nuevo León,26.114656,-100.131745,2,,
El Colorado,Nuevo León,25.078464,-100.645738,6,,
El Cuarto,Nuevo León,26.370859,-100.587669,1,,
El Salitre,Nuevo León,24.943186,-100.18575,4,,
Quinta Real,Nuevo León,25.545003,-100.084572,9,5.0,4.0
Santo Domingo,Nuevo León,24.72941,-100.230362,225,117.0,108.0
Las Comitas,Nuevo León,25.87233,-100.670427,1,,
El Paraíso,Nuevo León,26.587433,-100.464414,3,,
La Peñita,Nuevo León,25.354912,-100.362099,45,24.0,21.0
Daniel Ruiz Sepúlveda,Nuevo León,25.456955,-100.06929,17,10.0,7.0
Santo Tomás,Nuevo León,26.546072,-100.486221,1,,
La Mesa,Nuevo León,25.042026,-100.109174,3,,
La Victoria (Los Ángeles),Nuevo León,24.276167,-100.135122,147,77.0,70.0
La Presita de Rueda,Nuevo León,23.732745,-100.061306,110,55.0,55.0
Santos Torres,Nuevo León,27.29906,-100.247065,1,,
El Rescoldal,Nuevo León,23.698519,-100.237931,3,,
El Encino Gacho (El Encino),Nuevo León,26.470962,-100.117068,2,,
San Francisco y Anexos,Nuevo León,26.182576,-100.744883,21,15.0,6.0
El Pineño,Nuevo León,23.730083,-100.055367,59,28.0,31.0
El Jaral (Santiago Mexquititlán Barrio 6to.),Querétaro,20.059642,-100.111625,63,33.0,30.0
El Jaral,Querétaro,20.408103,-100.455942,2028,1035.0,993.0
San Rafael,Querétaro,20.752641,-100.285565,1828,865.0,963.0
El Lobo,Querétaro,20.730418,-100.204481,2161,1101.0,1060.0
San Pedro Tenango,Querétaro,20.137094,-100.0891,311,149.0,162.0
Llano de la Rochera,Querétaro,20.772678,-100.556021,105,50.0,55.0
Los Pirules,Querétaro,20.759912,-100.491675,5,,
La Atarjea,Querétaro,20.108301,-100.05942,3,,
Los Arenales (San Juan Dehedó),Querétaro,20.137334,-100.200256,280,124.0,156.0
Barrio Presa del Tecolote (El Lindero),Querétaro,20.087564,-100.125813,290,139.0,151.0
Las Águilas,Querétaro,20.56951,-100.332248,133,60.0,73.0
La Purísima,Querétaro,20.732848,-100.559643,57,32.0,25.0
Santa María Nativitas,Querétaro,20.584444,-100.155556,71,40.0,31.0
Los Cues,Querétaro,20.502733,-100.264062,1321,668.0,653.0
Las Cruces,Querétaro,20.961109,-100.258419,2,,
Hacienda la Cruz [Fraccionamiento],Querétaro,20.628378,-100.262327,5987,2911.0,3076.0
Rancho los Duraznitos,Querétaro,20.538558,-100.321611,10,5.0,5.0
Guadalupe Segundo Fracción Tres,Querétaro,20.439016,-100.304244,77,42.0,35.0
El Hueso [Rancho],Querétaro,20.608111,-100.258941,5,,
El Cacahuate (Santiago Mexquititlán Barrio 6to.),Querétaro,20.033724,-100.0911,450,212.0,238.0
Quinta Rojas (Las Quintas),Querétaro,20.614963,-100.024459,10,2.0,8.0
Barranca de Cocheros,Querétaro,20.331944,-100.101667,165,75.0,90.0
La Ceja,Querétaro,20.398912,-100.271297,643,300.0,343.0
Coyotillos,Querétaro,20.599707,-100.210896,1850,942.0,908.0
Los Encinos,Querétaro,20.621051,-100.261439,5355,2811.0,2544.0
El Salto de la Cantera,Querétaro,20.428111,-100.304015,94,49.0,45.0
El Salvador,Querétaro,20.298806,-100.229909,40,20.0,20.0
El Granjeno,Querétaro,20.323631,-100.135744,103,48.0,55.0
San Isidro el Alto,Querétaro,20.71658,-100.526453,447,228.0,219.0
San Rafael,Querétaro,20.453303,-100.394199,877,438.0,439.0
Familia Nieves,Querétaro,20.551961,-100.117955,3,,
Rancho San Juanico,Querétaro,20.588444,-100.437836,4,,
Huimilpan,Querétaro,20.375245,-100.274334,1396,632.0,764.0
Alcega 2000,Querétaro,20.602471,-100.219349,16,6.0,10.0
Ninguno [Avícola la Peñuela],Querétaro,20.627502,-100.136328,1,,
Rancho la Mora (La Joya),Querétaro,20.418071,-100.143269,2,,
Palos Altos,Querétaro,20.317814,-100.193453,171,89.0,82.0
Casa Blanca,Querétaro,20.752017,-100.506007,776,367.0,409.0
Presita de San Antonio,Querétaro,20.781292,-100.557468,34,16.0,18.0
Jesús María,Querétaro,20.622516,-100.258214,3204,1617.0,1587.0
El Capulín,Querétaro,20.120685,-100.042434,233,114.0,119.0
Familia Villegas,Querétaro,20.659883,-100.25334,6,,
La Estancia,Querétaro,20.421613,-100.069451,7335,3599.0,3736.0
San José de los Perales,Querétaro,20.606111,-100.346944,114,62.0,52.0
El Rincón de Ojo de Agua,Querétaro,20.888248,-100.42039,588,292.0,296.0
La Nueva Jerusalén,Querétaro,20.607045,-100.264414,2,,
Familia García Campos,Querétaro,20.503391,-100.4774,18,10.0,8.0
La Tierra Blanca,Querétaro,20.499423,-100.361164,2,,
Rancho el Rincón,Querétaro,20.6225,-100.485556,20,14.0,6.0
Rancho Pilares,Querétaro,20.383519,-100.423536,1,,
Agua Caliente,Querétaro,20.635049,-100.216387,18,9.0,9.0
Sección Sur de la Piedad,Querétaro,20.572772,-100.265159,14,9.0,5.0
La Joya,Querétaro,20.815659,-100.551985,162,81.0,81.0
Nuevo México [Granja],Querétaro,20.751944,-100.057778,3,,
Ojo de Agua,Querétaro,20.347565,-100.034465,1198,597.0,601.0
Ejido Jacal de la Piedad,Querétaro,20.092324,-100.00597,1,,
Tres Amigos,Querétaro,20.757569,-100.488457,5,,
Mallorca [Residencial],Querétaro,20.527131,-100.333719,122,62.0,60.0
El Campanario,Querétaro,20.617778,-100.334167,1342,605.0,737.0
Nuevo Horizonte,Querétaro,20.583333,-100.346944,170,86.0,84.0
La Soledad,Querétaro,20.168994,-100.191087,1474,700.0,774.0
El Salitre,Querétaro,20.665532,-100.422793,6230,3043.0,3187.0
Ejido San Antonio Zatlauco,Querétaro,20.277867,-100.051186,6,,
Puerta de San Rafael,Querétaro,20.432766,-100.403677,960,446.0,514.0
Familia Mandujano,Querétaro,20.666166,-100.155106,3,,
Chichimequillas,Querétaro,20.764373,-100.336104,4209,1982.0,2227.0
Ajuchitlán,Querétaro,20.707358,-100.021014,6663,3269.0,3394.0
Terra Business [Parque Industrial],Querétaro,20.65985,-100.330043,411,186.0,225.0
Madre Tierra,Querétaro,20.486944,-100.338333,7,,
Ejido San Miguelito 1,Querétaro,20.739753,-100.512728,25,14.0,11.0
Huitrón,Querétaro,20.374687,-100.36134,498,208.0,290.0
Pedro Escobedo,Querétaro,20.502494,-100.14473,13390,6559.0,6831.0
La Haciendita,Querétaro,20.447345,-100.317008,376,180.0,196.0
Lagunillas,Querétaro,20.459553,-100.292767,2676,1292.0,1384.0
Ejido el Bothé,Querétaro,20.160647,-100.020997,11,5.0,6.0
La Mora [Granja],Querétaro,20.407639,-100.114044,4,,
San Antonio la Labor,Querétaro,20.304177,-100.097189,395,189.0,206.0
Santa Isabel el Coto,Querétaro,20.397549,-100.156513,887,444.0,443.0
Ejido de San Juan Dehedó,Querétaro,20.15359,-100.208031,351,179.0,172.0
El Mezquital,Querétaro,20.554388,-100.08053,8,,
La Luz,Querétaro,20.867134,-100.436724,2095,1049.0,1046.0
Cumbres de Conín Tercera Sección,Querétaro,20.578876,-100.321781,467,226.0,241.0
El Mirador,Querétaro,20.595175,-100.33392,10339,4990.0,5349.0
Loma de las Víboras (Santiago Mexquititlán Barrio 6to.),Querétaro,20.061314,-100.096322,457,225.0,232.0
Guadalupe la Venta,Querétaro,20.644551,-100.220777,1108,559.0,549.0
Dolores de Ajuchitlancito,Querétaro,20.450012,-100.205411,1967,987.0,980.0
El Rayo (Santiago Mexquititlán Barrio 6to.),Querétaro,20.069093,-100.105641,13,5.0,8.0
Ejido el Lobo,Querétaro,20.707139,-100.179396,1,,
Saldarriaga,Querétaro,20.628744,-100.290082,21516,10805.0,10711.0
San Antonio [Rancho],Querétaro,20.64241,-100.290456,10,,
Cañadas del Arroyo,Querétaro,20.492775,-100.381456,487,231.0,256.0
Las Misiones,Querétaro,20.481973,-100.132175,7,,
Puerto de San Antonio,Querétaro,20.834801,-100.204566,144,77.0,67.0
El Fresno,Querétaro,20.451068,-100.315174,196,94.0,102.0
Rancho 2 Varas,Querétaro,20.710266,-100.15137,3,,
La Pradera,Querétaro,20.652848,-100.342472,19018,9624.0,9394.0
Barrio de la Cruz (San Miguel Tlaxcaltepec),Querétaro,20.106497,-100.122241,274,129.0,145.0
Chintepec,Querétaro,20.472945,-100.081237,117,50.0,67.0
Senegal de las Palomas,Querétaro,20.435617,-100.091809,2379,1171.0,1208.0
La Solana,Querétaro,20.744998,-100.394564,2822,1393.0,1429.0
Las Minitas,San Luis Potosí,21.941352,-100.302554,1,,
El Vergel,San Luis Potosí,23.564749,-100.841012,4,,
Álamos de los Fierros,San Luis Potosí,21.876613,-100.185079,1,,
Barranca de San Joaquín,San Luis Potosí,22.221934,-100.551047,77,35.0,42.0
El Arbolito,San Luis Potosí,22.470976,-100.844608,5,,
Mezquitalillo,San Luis Potosí,22.133712,-100.655916,156,85.0,71.0
San Francisco,San Luis Potosí,22.05227,-100.606697,480,234.0,246.0
El Ranchito,San Luis Potosí,22.098611,-100.948056,161,79.0,82.0
Guadalupe Victoria,San Luis Potosí,23.338313,-101.191307,243,111.0,132.0
El Manzo,San Luis Potosí,22.513889,-100.911944,88,44.0,44.0
Las Barranquitas,San Luis Potosí,21.801488,-100.721099,10,,
Rancho San Dimas,San Luis Potosí,22.015534,-100.766665,3,,
San Isidro,San Luis Potosí,23.86645,-100.776737,1383,689.0,694.0
La Casa Orillera (Pozo Cinco),San Luis Potosí,22.618438,-100.930913,8,,
San Eustaquio,San Luis Potosí,22.83998,-101.045998,3,,
Rancho Nuevo,San Luis Potosí,22.986162,-101.85398,111,52.0,59.0
San Onofre,San Luis Potosí,23.049444,-101.1025,10,,
San Dionisio,San Luis Potosí,22.776723,-101.874111,42,19.0,23.0
Rancho el Quince,San Luis Potosí,22.095992,-100.086601,2,,
Las Rusias,San Luis Potosí,22.053395,-100.559476,79,37.0,42.0
San José Gallinas,San Luis Potosí,22.025626,-100.204191,508,242.0,266.0
Grupo la Labor Dos,San Luis Potosí,21.894404,-100.890682,1,,
Tanque de San Juan,San Luis Potosí,21.903494,-101.318011,31,13.0,18.0
Monterreal,San Luis Potosí,22.116512,-100.879997,12,8.0,4.0
San José del Barro,San Luis Potosí,22.210586,-100.953399,554,277.0,277.0
El Mezquite [Motel],San Luis Potosí,22.245645,-100.883959,6,,
Clavellinas,San Luis Potosí,22.703993,-101.026229,12,7.0,5.0
Palo Seco (El Gato),San Luis Potosí,22.354313,-100.19236,1376,667.0,709.0
Rancho el Huevo,San Luis Potosí,21.910389,-100.899533,1,,
Las Cuevas,San Luis Potosí,22.599032,-101.119835,45,22.0,23.0
Las Adjuntas del Minero,San Luis Potosí,21.559269,-100.599374,8,5.0,3.0
El Potrero la Lobera,San Luis Potosí,22.554628,-101.056264,2,,
La Luz,San Luis Potosí,23.531495,-100.670628,71,43.0,28.0
Angostura,San Luis Potosí,21.846054,-100.534997,3,,
Jesús María,San Luis Potosí,22.535315,-101.048166,13,6.0,7.0
Noria de San José,San Luis Potosí,22.062279,-100.870836,682,320.0,362.0
El Barranco,San Luis Potosí,23.625345,-100.941685,20,11.0,9.0
Jesús María,San Luis Potosí,22.253847,-100.745551,57,31.0,26.0
La Aduana,San Luis Potosí,22.557665,-101.174163,160,72.0,88.0
Guadalupe del Carnicero (La Maroma),San Luis Potosí,23.466323,-100.988964,430,220.0,210.0
La Huaracha,San Luis Potosí,22.522584,-101.086111,31,16.0,15.0
La Ordeña Dos,San Luis Potosí,21.894881,-100.617231,14,8.0,6.0
La Cardoncita,San Luis Potosí,23.590448,-101.236656,392,194.0,198.0
Nueva Reforma,San Luis Potosí,22.868049,-102.056475,2,,
Fracción la Palma,San Luis Potosí,22.668526,-100.899245,28,14.0,14.0
La Camueza,San Luis Potosí,23.641298,-100.481091,2,,
El Higuerón,San Luis Potosí,21.845816,-100.052863,104,51.0,53.0
Los Charcos,San Luis Potosí,21.531064,-100.028304,11,4.0,7.0
Rancho Alegre,San Luis Potosí,22.475062,-101.288541,14,4.0,10.0
Rancho la Perla (Los Desmontes),San Luis Potosí,23.262165,-100.829269,11,,
Carrizal de Paredes,San Luis Potosí,21.764446,-100.111182,3,,
San Pedro,San Luis Potosí,22.881431,-101.006592,126,62.0,64.0
La Boca del Cañón,San Luis Potosí,21.621047,-100.779254,3,,
San Gregorio,San Luis Potosí,23.22062,-100.230885,93,47.0,46.0
Noria de San Pedro,San Luis Potosí,23.886746,-100.807762,131,66.0,65.0
Los Maldonados,San Luis Potosí,23.498103,-100.633713,6,,
San Francisco de los Chávez (Potrerillos),San Luis Potosí,22.648128,-101.287428,1,,
El Trompillo,San Luis Potosí,22.072531,-101.325444,76,38.0,38.0
Rancho la Cieneguilla,San Luis Potosí,22.629673,-100.389603,5,,
El Venadito,San Luis Potosí,23.232017,-100.644301,67,37.0,30.0
San Martín,San Luis Potosí,22.221431,-100.871949,1,,
Real de Maroma,San Luis Potosí,23.515256,-100.832507,107,56.0,51.0
El Llano del Conejillo,San Luis Potosí,22.525179,-101.76613,265,133.0,132.0
Presa Verde,San Luis Potosí,23.974004,-100.700552,333,172.0,161.0
Colonia Zaragoza (Garabatillo),San Luis Potosí,22.782122,-101.701771,286,149.0,137.0
El Zapatero,San Luis Potosí,22.440739,-101.168627,223,109.0,114.0
Guadalupe de los Faz,San Luis Potosí,23.777955,-100.563697,56,31.0,25.0
Santa Clara,San Luis Potosí,23.293428,-102.187829,220,113.0,107.0
El Gigante,San Luis Potosí,21.616594,-100.522711,2,,
Cerro de Flores,San Luis Potosí,23.877842,-100.690214,292,131.0,161.0
Gregorio Bravo,San Luis Potosí,22.100385,-100.973161,7,,
Palo Blanco,San Luis Potosí,22.896013,-101.282614,7,,
Rancho el Mezquite,San Luis Potosí,22.668143,-100.911335,17,6.0,11.0
Ejido Hidalgo,San Luis Potosí,23.936543,-100.68506,184,95.0,89.0
San Vicente,San Luis Potosí,22.736851,-100.963077,40,22.0,18.0
San Bartolo,San Luis Potosí,21.979005,-101.313383,6,,
Elidio Lázaro Esquivel,San Luis Potosí,23.210244,-101.094576,6,,
Los Cuatro Caminos,San Luis Potosí,23.754349,-100.993,9,4.0,5.0
Tanquito de Banda,San Luis Potosí,22.420179,-100.350617,92,54.0,38.0
Santo Domingo,San Luis Potosí,22.546402,-101.076836,53,20.0,33.0
El Duraznillo,San Luis Potosí,22.781308,-101.853955,183,83.0,100.0
Cerro Gordo,San Luis Potosí,23.18644,-101.130942,4,,
Providencia,San Luis Potosí,21.88909,-101.4411,181,91.0,90.0
Puertecito de Trancas,San Luis Potosí,21.707835,-100.385655,9,,
Huerta de Marcelino Hernández,San Luis Potosí,21.93782,-100.067841,1,,
Enrique Estrada (La Concha),San Luis Potosí,22.239722,-100.889444,2100,1018.0,1082.0
Alamaritos de Coronados,San Luis Potosí,23.612401,-100.860153,9,4.0,5.0
Arroyo Seco,San Luis Potosí,23.392872,-100.74417,91,42.0,49.0
San Rafael de los Facundos,San Luis Potosí,23.790172,-100.583172,17,8.0,9.0
Rancho Viejo,San Luis Potosí,23.799524,-100.613251,2,,
La Noria de Jesús,San Luis Potosí,24.224917,-100.720872,221,110.0,111.0
Las Huertas,San Luis Potosí,21.828559,-100.315862,39,20.0,19.0
Rancho la Providencia,San Luis Potosí,21.903611,-100.8875,6,,
Esperancita,San Luis Potosí,21.850524,-100.898059,7,,
El Bajío,San Luis Potosí,21.854742,-100.910254,1,,
Charco Blanco,San Luis Potosí,22.62958,-100.517668,731,358.0,373.0
Tanque de Dolores,San Luis Potosí,23.658943,-101.163672,294,164.0,130.0
El Tulillo (San Nicolás),San Luis Potosí,22.583021,-101.272826,158,74.0,84.0
Los Mendoza,San Luis Potosí,23.629408,-100.655029,5,,
La Negrita,San Luis Potosí,23.082751,-101.203269,15,6.0,9.0
El Gato,Sinaloa,24.665278,-107.424446,5,,
Palo Dulce,Sinaloa,26.099638,-107.452808,13,7.0,6.0
